도서명,카테고리,AR,작가,출판사,ISBN,설명,메인,상세페이지,검색어
토드 파 Love the World,,,Todd Parr,Little Brown Young Readers,9780316562331,"땅, 피부, 나무, 벌, 걷는 모습부터 누군가를 돕는 행동까지 책 속 다양한 대상과 활동을 ‘사랑하기’로 표현하며 자신과 주변 세계에 대한 호기심과 관심을 확장하도록 이끄는 그림책으로, 각 페이지의 간단한 문장과 생생한 색채의 일러스트로 자존감, 환경 존중, 타인에 대한 배려 같은 주제들을 자연스럽게 접할 수 있습니다.",http://mecca01.hgodo.com/main/9780316562331_600.jpg,http://mecca01.hgodo.com/goods/9780316562331_a.jpg,"스토리북,그림책,월드"
A Stroll Through the Seasons,,3.0,Kay Barnham,Wayland,9780750299602,"사계절의 변화와 그 속에서 일어나는 자연의 모습을 주인공과 함께 따라가는 그림책으로, 봄의 새싹, 여름의 햇살, 가을의 낙엽, 겨울의 눈 등 계절마다 달라지는 색채와 풍경을 통해 시간의 흐름과 자연의 리듬을 느끼게 하고, 간단하고 시적인 문장으로 관찰력과 계절 개념을 자연스럽게 익힐 수 있습니다.",http://mecca01.hgodo.com/main/9780750299602_600.jpg,http://mecca01.hgodo.com/goods/9780750299602_a.jpg,"스토리북,그림책,시즌,계절"
DK Smithsonian: Science! Collection 3 Books Set,,,DK,DK,9780744081886,"우주, 과학, 인체 등 다양한 과학 분야를 깊이 있게 다룬 논픽션 세 권 세트예요. 각 권에는 눈길을 사로잡는 사진과 3D 일러스트, 이해를 돕는 다이어그램이 풍부하게 실려 있어, 아이들이 우주의 구조, 물질과 힘의 원리, 인체의 신비를 이야기처럼 쉽게 배우고 탐구할 수 있습니다. 과학적 사실과 시각적 자료가 조화를 이루어 관찰력과 호기심을 자연스럽게 자극하고, 과학적 사고를 키우는 데 도움을 줍니다. 또한, 고급 하드커버와 세련된 박스 세트 디자인으로 소장 가치가 높아, 펼칠 때마다 특별한 경험을 느낄 수 있는 구성입니다.",http://mecca01.hgodo.com/main/9780744081886_600.jpg,http://mecca01.hgodo.com/goods/9780744081886_a.jpg,"논픽션,스미소니언,사이언스,휴먼바디,휴먼 바디,스페이스,우주,과학"
Little Miss : My Complete Collection Box Set Contains 36 Books,,,Roger Hargreaves,Farshore,9780755501885,개성 강한 미스터맨과 리틀 미스 캐릭터들이 각자의 성격을 살려 일상 속 다양한 상황을 유쾌하게 풀어내는 시리즈입니다. 서로 다른 성격에서 비롯되는 갈등과 웃음을 통해 아이들이 감정과 관계를 자연스럽게 이해할 수 있도록 돕고 있습니다. 익숙하고 사랑받아 온 캐릭터들을 한 번에 만나며 웃음과 공감을 함께 느낄 수 있는 구성입니다.,http://mecca01.hgodo.com/main/9780755501885_600.jpg,http://mecca01.hgodo.com/goods/9780755501885_a.jpg,"스토리북,리틀미스,미스터맨,미스터멘"
Priddy Books: Doctor's Bag (Let's Pretend),,,Priddy Books,Priddy Books,9781783417438,"의사 가방을 직접 열어보는 듯한 구성으로 아이들이 역할 놀이를 하며 자연스럽게 병원과 의사에 대한 경험을 익힐 수 있는 참여형 책입니다. 청진기, 주사기 등 익숙한 도구들을 따라가며 상황을 상상하고 놀이처럼 즐길 수 있도록 구성되어 있습니다. 단순한 읽기에서 끝나지 않고 직접 만지고 상상하는 과정을 통해 호기심과 이해를 함께 키워 줍니다.",http://mecca01.hgodo.com/main/9781783417438_600.jpg,http://mecca01.hgodo.com/goods/9781783417438_a.jpg,"의사,역학놀이,닥터"
Priddy Books: Builder's Tool Kit (Let's Pretend),,,Priddy Books,Priddy Books,9781843327738,공구 세트를 직접 사용하는 듯한 역할놀이 형식으로 아이들이 건설 도구와 현장을 자연스럽게 익힐 수 있는 책입니다. 망치와 드라이버 등 다양한 도구를 상상하며 놀이처럼 즐길 수 있도록 구성되어 있습니다. 직접 역할을 해보는 과정을 통해 창의력과 이해력을 함께 키울 수 있습니다.,http://mecca01.hgodo.com/main/9781843327738_600.jpg,http://mecca01.hgodo.com/goods/9781843327738_a.jpg,"공구키트,공주함,건축가,프리디북스,역할놀이"
Priddy Books: Play Shop (Let's Pretend),,,Priddy Books,Priddy Books,9781783414550,가게 놀이를 직접 해보는 듯한 구성으로 아이들이 물건을 사고파는 상황을 자연스럽게 경험할 수 있는 역할놀이 책입니다. 다양한 상품과 상황을 따라가며 계산하고 선택하는 과정을 놀이처럼 즐길 수 있도록 되어 있습니다. 단순한 읽기가 아니라 실제 상황을 상상하며 참여할 수 있어 이해력과 표현력을 함께 키워 줍니다.,http://mecca01.hgodo.com/main/9781783414550_600.jpg,http://mecca01.hgodo.com/goods/9781783414550_a.jpg,"역할놀이,플레이샵,가게,프리디북스"
Priddy Books: Firefighter (Let's Pretend),,,Priddy Books,Priddy Books,9781783412389,소방관이 되어 화재 현장에 출동하는 상황을 직접 체험하듯 구성된 역할놀이 그림책입니다. 소방차와 장비를 상상하며 불을 끄고 사람을 구조하는 과정을 놀이처럼 따라가며 즐길 수 있습니다. 단순한 읽기를 넘어 직접 참여하는 느낌을 통해 몰입감과 이해력을 함께 키워 줍니다. 소방관이라는 직업에 대한 흥미와 용기를 자연스럽게 느낄 수 있는 체험형 책입니다.,http://mecca01.hgodo.com/main/9781783412389_600.jpg,http://mecca01.hgodo.com/goods/9781783412389_a.jpg,"소방관,파이어파이터,프리디북스,역할놀이"
My Big Book of Happy Sounds,,,Marion Cocklico,Twirl,9782408052461,"책 속에 여러 가지 즐거운 소리가 가득한 인터랙티브 사운드북이에요. 총 100개가 넘는 소리와 단어를 눌러 들으며 어떤 장면에서 어떤 소리가 나는지 알아볼 수 있어요. “좋은 아침!”부터 박수, 웃음, 빗소리, 새소리 같은 다양한 소리가 등장하면서 듣는 재미와 호기심이 이어져요. 버튼을 눌러 하나씩 소리를 찾아보는 동안 소리가 나는 것과 그 단어를 연결해 보는 경험이 자연스럽게 느껴지는 책이에요.",http://mecca01.hgodo.com/main/9782408052461_600.jpg,http://mecca01.hgodo.com/goods/9782408052461_a.jpg,"해피 사운드,해피사운드,빅북"
존 클라센 Your Island (Your Places),,,Jon Klassen,Walker Books,9781529526851,"조용한 바다 위에 작은 섬이 하나 나타나고, 그 위에 하늘과 나무, 집이 하나씩 놓이며 공간이 완성됩니다. 페이지를 넘길수록 마치 나만의 섬을 천천히 만들어 가는 듯한 기분이 드는 그림책이에요. 존 클라센 특유의 절제된 그림과 담백한 유머가 어우러져, 단순하지만 오래 여운이 남는 분위기를 전합니다.",http://mecca01.hgodo.com/main/9781529526851_600.jpg,http://mecca01.hgodo.com/goods/9781529526851_a.jpg,"스토리북,그림책,존클라센,존 클라센,아일랜드"
존 클라센 Your Forest (Your Places),,,Jon Klassen,Walker Books,9781529526844,"조용한 숲 속을 천천히 거닐며 나만의 길과 공간을 발견하는 느낌의 그림책으로 나무 사이로 햇살이 스며들고 작은 동물들이 살짝 모습을 드러내며 숲이 살아 움직이는 듯한 기분을 줍니다. 존 클라센 특유의 간결한 그림과 여백, 담백한 유머가 어우러져 페이지를 넘길 때마다 숲 속에서 혼자만의 시간을 보내는 듯한 편안한 즐거움을 느낄 수 있어요.",http://mecca01.hgodo.com/main/9781529526844_600.jpg,http://mecca01.hgodo.com/goods/9781529526844_a.jpg,"스토리북,그림책,존클라센,존 클라센,포레스트"
존 클라센 Your Farm (Your Places),,,Jon Klassen,Walker Books,9781529526868,"넓은 농장을 천천히 걸으며 나만의 공간을 살펴보는 느낌의 그림책으로 초록 들판과 귀여운 동물들이 조용히 어울리는 풍경이 펼쳐집니다. 존 클라센 특유의 간결한 그림과 여백, 담백한 유머가 어우러져 페이지를 넘길 때마다 농장에서 혼자만의 시간을 보내는 듯한 편안한 즐거움을 느낄 수 있어요.",http://mecca01.hgodo.com/main/9781529526868_600.jpg,http://mecca01.hgodo.com/goods/9781529526868_a.jpg,"스토리북,그림책,존클라센,존 클라센,팜,농장"
The Ultimate Book of Water,,,Anne-Spphie Baumann,Twirl,9791036338793,"팝업으로 펼쳐지는 입체적인 물의 세계를 한눈에 즐길 수 있는 책으로, 물 한 방울에서 바다, 인체 속의 물까지 신비롭고 다양한 모습을 생생하게 보여줍니다. 보는 재미와 읽는 재미가 동시에 살아 있어 페이지를 넘길 때마다 물이 움직이는 듯한 몰입감과 흥미를 느낄 수 있어요.",http://mecca01.hgodo.com/main/9791036338793_600.jpg,http://mecca01.hgodo.com/goods/9791036338793_a.jpg,"논픽션,팝업북,울티메이트 워터,울티메이트 물,얼티밋 워터,얼티밋 물"
Bluey: Awesome Box of Books 10 Books Box Set,,,Bluey,Penguin Books,9780241796306,"블루이와 빙고, 가족이 매일매일 놀이와 모험을 하며 배우는 이야기 10권 세트예요. 일상 속 장난과 친구들과의 소소한 모험, 가족과 함께하는 따뜻한 순간들을 담고 있어요. 그림과 글이 쉬워 영어 읽기를 시작하는 아이들이 부담 없이 즐기기 좋고, 웃음과 재미가 가득한 컬렉션이에요.",http://mecca01.hgodo.com/main/9780241796306_600.jpg,http://mecca01.hgodo.com/goods/9780241796306_a.jpg,"스토리북,블루이,어썸"
장 줄리앙 How to be Cooler Than Cool,,1.8,"Sean Taylor, Jean Jullien",Walker Books,9781406394429,"멋지게 보이고 싶은 마음에 선글라스를 낀 고양이가 주인공인 유쾌한 그림책이에요. 자신만의 “쿨함”을 보여주려 하지만 엉뚱한 행동으로 웃음을 자아내고, 친구들과 함께 장난기 가득한 모험을 펼치죠. 재치 있는 그림과 이야기를 따라가다 보면, 진짜 멋진 건 다른 사람처럼 보이는 것이 아니라 스스로 즐기며 노는 것이라는 메시지를 자연스럽게 느낄 수 있어요.",http://mecca01.hgodo.com/main/9781406394429_600.jpg,http://mecca01.hgodo.com/goods/9781406394429_a.jpg,"스토리북,그림책,장줄리앙,션테일러,션 테일러"
앤서니 브라운 The Three Wishes,,,Anthony Browne,Penguin Random House,9780241529669,"한 가족이 세 가지 소원을 가지게 되면서 벌어지는 유쾌하고 놀라운 이야기입니다. 소원을 이루려는 과정에서 예상치 못한 일들이 벌어지고, 아이들은 주인공과 가족의 선택과 사건을 따라가며 자연스럽게 상상력과 공감을 키울 수 있습니다.",http://mecca01.hgodo.com/main/9780241529669_600.jpg,http://mecca01.hgodo.com/goods/9780241529669_a.jpg,"스토리북,그림책,앤서니브라운"
How Do Dinosaurs Go To School?,,,Jane Yolen,HarperCollins,9780008638214,"공룡 친구들과 함께 학교에 가는 상상만으로도 웃음이 나는 이야기예요. 티라노사우루스부터 다양한 공룡들이 버스를 타고, 책을 읽고, 놀이터에서 뛰노는 모습이 유쾌하게 펼쳐지죠. 재미있는 운율과 익살스러운 그림이 아이들의 일상과 행동을 자연스럽게 떠올리게 해 주며, 친구 사귀기와 놀이 시간 같은 학교 생활의 소중한 순간들을 함께 나눌 수 있어요.",http://mecca01.hgodo.com/main/9780008638214_600.jpg,http://mecca01.hgodo.com/data/temp/shop/data/goods/2016/9780007258178_a.jpg,"제인욜렌,제인 욜렌,공룡,다이노소우,스쿨,학교"
맥 바넷 Twenty Questions,,,Mac Barnett,Walker Books,9781529516784,"20개의 질문을 따라가며 독자가 스스로 답을 상상하고 이야기를 만들어갈 수 있는 참여형 그림책입니다. 동물과 사건, 감정에 대한 엉뚱하고 흥미로운 질문들이 이어지며 자연스럽게 상상력을 자극해 주며, 정해진 정답 없이 다양한 해석이 가능해 아이들의 사고를 자유롭게 확장할 수 있도록 돕고 있습니다. 질문과 이야기가 유기적으로 연결되어 읽는 내내 스스로 이야기를 완성하는 즐거움을 느껴 보세요.",http://mecca01.hgodo.com/main/9781529516784_600.jpg,http://mecca01.hgodo.com/goods/9781529516784_a.jpg,"스토리북,맥 바넷"
A Shine a Light Book: The Human Body,,,Carron Brown,Ivy Kids,9780711273771,"빛을 비추면 숨겨진 그림이 나타나는 특별한 구성으로, 아이들이 놀이처럼 인체를 탐험할 수 있습니다. 근육과 뼈, 소화 과정 등 우리 몸속 이야기를 쉽고 재미있게 풀어내 호기심을 자연스럽게 자극하며, 복잡한 내용도 부담 없이 이해할 수 있어 처음 인체를 배우는 아이들에게 부담 없이 다가갑니다. 보고, 비추고, 발견하는 즐거움까지 더해져 아이들이 스스로 계속 펼쳐보고 싶어지는 활동 책입니다.",http://mecca01.hgodo.com/main/9780711273771_600.jpg,http://mecca01.hgodo.com/goods/9780711273771_a.jpg,"스토리북,휴먼바디,인체,불빛책"
The Sad Ghost Club Volume 1~4,,2.4~2.7,Lize Meddings,Hodder Children's Books,8781444977387,"슬프고 외로운 유령들이 서로를 만나고 이해하는 이야기를 담고 있어요. 각 이야기를 따라가다 보면, 감정이 단순히 표현되는 것이 아니라 서로 연결되고 공감되는 과정을 자연스럽게 느낄 수 있어요. 그림과 글이 조화롭게 구성되어 있어 읽는 동안 감정을 돌아보고, 자신과 다른 사람의 마음을 이해하는 힘도 함께 키울 수 있어요. 따뜻하고 친근한 문장 덕분에 읽는 내내 위로를 느끼면서, 조금씩 마음의 안정을 찾고 공감 능력을 확장할 수 있는 시리즈예요.",http://mecca01.hgodo.com/main/8781444977387_600.jpg,http://mecca01.hgodo.com/goods/8781444977387_a.jpg,"그래픽노블,그래픽 노블,새드고스트,새드 고스트,고스트,유령,9781444977387,9781444969429,9781444957358,9781444957549"
토드 파 I Love My Teacher!,,,Todd Parr,Little Brown Young Readers,9780316541268,"학생이 선생님을 사랑하고 존경하는 마음을 표현하는 이야기입니다. 학교에서 일어나는 소소한 사건들과 학생과 선생님 사이의 따뜻한 순간들을 따라가며, 아이들은 우정과 감사의 마음, 배려를 자연스럽게 이해할 수 있습니다. 이야기 속 유머와 다정한 장면이 흥미를 더해 줍니다.",https://mecca01.hgodo.com/main/9780316541268_600.jpg,http://mecca01.hgodo.com/goods/9780316541268_a.jpg,"스토리북,그림책,토드파,선생님,티처,티쳐"
Numberblocks: 5 Fun Activity Annuals Set,,,Numberblocks,Sweet Cherry Publishing,9781802635676,"Numberblocks 캐릭터들과 함께 숫자와 수 개념을 놀이처럼 익히는 액티비티 세트입니다. 퍼즐과 다양한 활동을 통해 덧셈과 수 세기, 패턴 등을 자연스럽게 연습할 수 있습니다. 익숙한 캐릭터와 함께 즐겁게 반복 학습하며 수학 기초 감각을 키울 수 있도록 구성되어 있습니다.",http://mecca01.hgodo.com/main/9781802635676_600.jpg,http://mecca01.hgodo.com/goods/9781802635676_a.jpg,"넘버블럭,넘버블럭스"
Numberblocks and Alphablocks Lift-the-Flap 5-Book Box Set,,,Sweet Cherry Publishing,Sweet Cherry Publishing,9781782269960,"전 세계 어린이에게 사랑받는 BBC CBeebies 인기 교육 시리즈, Numberblocks와 Alphablocks 캐릭터가 등장해 놀이처럼 숫자와 알파벳, 파닉스를 자연스럽게 익힐 수 있습니다. 플랩을 열며 숨겨진 숫자와 글자를 발견하고 탐험하며 호기심과 참여력을 높일 수 있어, 혼자서도 즐겁게 학습할 수 있고 친구나 가족과 함께 상호작용하며 읽기와 놀이를 동시에 경험할 수 있습니다. 유아 영어 학습과 기초 수학 능력 발달에도 도움을 줍니다.",http://mecca01.hgodo.com/main/9781782269960_600.jpg,http://mecca01.hgodo.com/goods/9781782269960_a.jpg,"넘버블럭,알파블럭"
DK Children's Anthologies Collection 3 Books Box Set,,,DK,DK,9780744079401,"동물, 공룡, 우주 등 다양한 주제를 선별된 이야기와 사실을 모아 엮은 모음집으로 구성한 세 권의 논픽션 세트예요. 각 권에는 생생한 사진과 그림이 풍부하게 실려 있어, 아이들이 자연과 과학 세계를 이야기처럼 쉽게 접할 수 있습니다. 글과 이미지가 조화를 이루어 읽는 재미를 높이고, 관찰력과 호기심, 탐구심을 자연스럽게 키울 수 있어요. 또한, 고급스러운 하드커버 디자인으로 소장 가치가 높아, 책장을 열 때마다 특별한 경험을 느낄 수 있는 세트입니다.",http://mecca01.hgodo.com/main/9780744079401_600.jpg,http://mecca01.hgodo.com/goods/9780744079401_a.jpg,"논픽션,백과사전,앤솔로지"
The Pop-Up Guide: Vehicles,,,Maud Poulain,Twirl,9791027609994,"다채로운 팝업 구조로 차량의 움직임과 구조를 입체적으로 체험할 수 있는 책입니다. 각 페이지를 펼칠 때마다 자동차, 트럭, 비행기 등 다양한 탈것이 입체적으로 튀어나와 시각적 재미를 주고, 아이들이 직접 손으로 경험하며 교통수단에 대한 흥미와 이해를 높일 수 있습니다. 놀이처럼 즐기며 읽는 동안 자연스럽게 관찰력과 상상력이 자라고, 혼자서도 즐겁게 탐색할 수 있어 가족과 함께 읽기에도 좋습니다. 다양한 탈것 이야기를 통해 말과 개념을 확장하는 데 도움이 됩니다.",http://mecca01.hgodo.com/main/9791027609994_600.jpg,http://mecca01.hgodo.com/goods/9791027609994_a.jpg,"팝업 가이드,pop up,탈것들"
에릭 칼 The Very Hungry Caterpillar's Very First Animal Encyclopedia,,,Eric Carle,DK,9780744097634,"‘배고픈 애벌레’로 친숙한 캐릭터와 함께 동물의 세계를 탐험할 수 있는 백과예요. 사자, 코끼리, 새, 물고기 등 다양한 동물들을 그림과 사진으로 생생하게 보여 주어, 이름과 특징, 서식지까지 쉽게 이해할 수 있습니다. 글과 그림이 조화를 이루어 관찰력과 호기심을 자극하며, 동물에 대한 흥미와 지식을 자연스럽게 넓힐 수 있어요.",http://mecca01.hgodo.com/main/9780744097634_600.jpg,http://mecca01.hgodo.com/goods/9780744097634_a.jpg,"에릭칼,배고픈애벌레,배고픈 애벌레,인사이클로피디아,백과하전,애니멀,동물"
페파피그 Peppa Pig 7 Books Set,,,Neville Astley,Penguin Books,9780241465165,"페파피그는 장난기 많고 호기심 많은 아기 돼지 페파와 가족, 친구들이 일상에서 겪는 재미있고 따뜻한 이야기를 담은 그림책 시리즈예요. 비 오는 날 놀거나, 소풍을 가거나, 가족과 함께하는 소소한 모험 속에서 우정, 가족 사랑, 배려 같은 걸 자연스럽게 배우게 돼요. 글과 그림이 쉽고 밝아서 영어 읽기를 시작하는 어린이들이 부담 없이 즐기기 좋고, TV 애니메이션과 함께 보면 더 흥미롭게 즐길 수 있어요.",http://mecca01.hgodo.com/main/9780241465165_600.jpg,http://mecca01.hgodo.com/goods/9780241465165_a.jpg,"스토리북,페파 피그"
Ultimate Spotlight: Cars,,,Sophie Dussaussois,Twirl,9791036357275,"자동차 속 구조와 부품들이 어떻게 맞물려 움직이는지 살펴보고, 제작 과정과 경주 트랙에서의 짜릿함까지 단계별로 경험할 수 있어요. 플랩을 열고 탭을 당기며 직접 확인하면서 궁금증을 풀고, 읽는 내내 “스스로 탐구하는 재미”를 느낄 수 있어요.",http://mecca01.hgodo.com/main/9791036357275_600.jpg,https://mecca01.hgodo.com/goods/9791036357275_a.jpg,"울티메이트,울티메이트 스포트라이트,카,자동차"
The Snowman,,,Raymond Briggs,Dragonfly Books,9780394884660,"그림만으로 이야기를 전하는 워드리스 그림책이에요. 눈 내리는 어느 날 작은 소년이 집에서 눈사람을 만들어 잠자리에 들고, 밤이 되자 눈사람이 살아나 함께 모험을 떠나는 모습이 부드럽고 따뜻한 컬러 일러스트로 펼쳐집니다. 눈사람과 소년이 집 안을 탐험하고, 숲 위를 날아 오르며 느끼는 신비롭고 환상적인 순간들이 시각적으로 이어져, 글 없이도 감정과 장면 전환을 자연스럽게 느낄 수 있어요. 읽는 이로 하여금 상상력을 자극하며 겨울의 마법 같은 분위기를 온전히 경험할 수 있는 그림책입니다.",http://mecca01.hgodo.com/main/9780394884660_600.jpg,http://mecca01.hgodo.com/data/temp/shop/data/goods/2016/9780394884660_a.jpg,"스토리북,레이먼브리그,레이먼 브리그,눈사람,스노우맨"
칼데콧 수상작 Don't Let the Pigeon Drive the Bus!,,,Mo Willems,Walker Books,9781844285136,"부드럽고 재치 있는 상호작용형 그림책이에요. 주인공 비둘기가 “버스를 운전하게 해 달라”고 끈질기게 부탁하지만, 독자가 끝까지 “절대 허락하지 마!”라고 응답하도록 이끄는 구조가 이 책의 가장 큰 매력입니다. 비둘기의 유쾌한 표정과 익살스러운 말투, 페이지를 넘길 때마다 달라지는 반응이 글과 그림으로 함께 어우러져, 아이들이 읽는 재미와 함께 참여하는 즐거움을 느낄 수 있어요. 단순하지만 생동감 있는 일러스트와 반복되는 유머가 어우러져, 읽을수록 웃음과 상상력이 커지는 그림책입니다.",https://mecca01.hgodo.com/main/9781844285136_600.jpg,http://mecca01.hgodo.com/goods/9781844285136_a.jpg,"스토리북,모윌렘스,피죤,피존,모 윌렘스"
DK Seriously Brilliant Biology 3 Books Set,,,Steven Mould,DK,9780241624418,"생명과학의 핵심 개념들을 단계적으로 살펴보는 구성으로, 세 권에 걸쳐 세포의 구조와 기능, 유전과 DNA, 생태계의 상호작용까지 중요한 주제들을 체계적으로 다뤄요. 각 개념은 실제 사례, 시각적으로 정리된 다이어그램과 사진으로 연결되어 있어 복잡한 내용을 한눈에 이해하면서 생각을 확장해 나가게 해 줘요. 과학적 원리를 기반으로 한 설명과 함께 활동형 요소가 더해져, 읽다 보면 자연스럽게 생명현상의 다양한 면모를 이해하는 데 흥미를 느끼게 해 줘요.",http://mecca01.hgodo.com/main/9780241624418_600.jpg,http://mecca01.hgodo.com/goods/9780241624418_a.jpg,"논픽션,바이올로지"
DK The Arts: A Visual Encyclopedia,,,DK,DK,9781465462909,"세계 여러 시대와 문화 속에서 예술이 어떻게 표현되고 연결되는지를 한눈에 살펴볼 수 있어요. 그림, 조각, 건축, 디자인 등 각 분야의 주요 작품과 기법이 큰 도판과 함께 비교·연결되어 있어 복잡한 정보를 시각적으로 이해하기 쉽게 정리해 줘요. 예술가, 유파, 역사적 배경이 서로 맞물려 펼쳐지면서 보는 재미와 생각의 폭을 동시에 넓혀 주는 구성이에요.",http://mecca01.hgodo.com/main/9781465462909_600.jpg,http://mecca01.hgodo.com/goods/9781465462909_a.jpg,"논픽션,인사이클로피디아,백과사전,아트,예술"
DK My Encyclopedia of Very Important Dinosaurs,,,DK,DK,9781465468482,"공룡과 선사 시대 생물들을 80종 넘게 하나씩 살펴보는 구성으로, 이름·특징·서식 시기 같은 정보를 체계적으로 연결해요. 각 생물의 신체 구조, 먹이 관계, 진화적 위치를 도식과 함께 비교·대조해 보여줘서, 단순한 사실 나열이 아니라 전체 생태계 속에서 어떻게 다르게 살았는지를 이해하게 해 줘요. 다양한 종들을 서로 연관 지어 이해하면서 호기심을 확장해 나갈 수 있는 구성이에요.",http://mecca01.hgodo.com/main/9781465468482_600.jpg,http://mecca01.hgodo.com/goods/9781465468482_a.jpg,"논픽션,인사이클로피디아,백과사전,공룡,다이노소우,공룡사전,공룡 사전"
DK When on Earth?: History as You've Never Seen It Before!,,,DK,DK,9781465429407,"지구와 인류의 역사를 시간의 흐름에 따라 큰 틀로 펼쳐 보이듯이 연결해요. 사건과 인물이 단순히 나열되는 것이 아니라 각 시대의 변화가 어떻게 이어지고 영향을 주는지가 시각적으로 정리되어 있어, 한 시기에서 다음 시기로 넘어갈 때 무엇이 어떻게 달라졌는지 흐름을 자연스럽게 따라가게 해 줘요. 주요 발명, 사회 구조의 변화, 문화적 전환 등도 서로 맞물려 설명되면서 역사의 큰 그림 속에서 생각을 확장해 나가기 좋은 구성이에요.",http://mecca01.hgodo.com/main/9781465429407_600.jpg,http://mecca01.hgodo.com/goods/9781465429407_a.jpg,"논픽션,지구,히스토리,역사,지도"
DK Smithsonian: Science a Visual Encyclopedia,,,Chris Woodward,DK,9781465420466,"과학의 세계를 시각적으로 풍부하게 탐험할 수 있는 백과사전으로, 단순한 정보 나열이 아니라 주제와 주제가 자연스럽게 연결되어 전체 흐름 속에서 이해할 수 있게 구성돼 있어요. 선명한 사진과 그림, 직관적인 도표가 글과 어우러져, 읽는 동안 관찰력과 호기심이 자연스럽게 확장되고 과학적 사고를 넓히는 데 도움을 줘요. 방대한 정보 속에서도 핵심이 명확하게 정리되어 있어, 흥미를 잃지 않고 과학의 다양한 영역을 탐구하기 좋은 시각 백과사전이에요.",http://mecca01.hgodo.com/main/9781465420466_600.jpg,http://mecca01.hgodo.com/goods/9781465420466_a.jpg,"논픽션,스미소니언,사이언스,과학,인사이클로피디아,백과사전"
DK Dinosaur Ultimate Handbook,,,DK,DK,9780744049640,"다양한 공룡과 그들의 세계를 한눈에 살펴볼 수 있는 백과사전으로, 단순한 공룡 이름과 특징 나열이 아니라 시대별 생태와 특징이 자연스럽게 이어져 전체 흐름 속에서 이해할 수 있게 구성돼 있어요. 선명한 사진과 일러스트가 글과 조화를 이루어, 읽는 동안 관찰력과 호기심이 자연스럽게 자라고, 공룡의 삶과 환경을 함께 상상하며 배울 수 있어요. 방대한 정보 속에서도 핵심이 명확하게 정리되어 있어, 공룡에 대한 흥미와 이해를 동시에 넓히기 좋은 핸드북이에요.",http://mecca01.hgodo.com/main/9780744049640_600.jpg,http://mecca01.hgodo.com/goods/9780744049640_a.jpg,"논픽션,공룡,다이노소우,울티메이트,얼티밋,핸드북"
DK Animal Ultimate Handbook,,,DK,DK,9780744056693,"다양한 동물과 그들의 세계를 한눈에 살펴볼 수 있는 백과사전으로, 단순한 동물 이름과 특징 나열이 아니라 서식지, 행동, 생태가 자연스럽게 이어져 전체 흐름 속에서 이해할 수 있게 구성돼 있어요. 선명한 사진과 일러스트가 글과 조화를 이루어, 읽는 동안 관찰력과 호기심이 자연스럽게 자라고, 동물들의 삶과 환경을 함께 상상하며 배울 수 있어요. 방대한 정보 속에서도 핵심이 명확하게 정리되어 있어, 동물에 대한 흥미와 이해를 동시에 넓히기 좋은 핸드북이에요.",http://mecca01.hgodo.com/main/9780744056693_600.jpg,http://mecca01.hgodo.com/goods/9780744056693_a.jpg,"논픽션,애니멀,동물,울티메이트,얼티밋,핸드북"
DK My Encyclopedia of Very Important Things Collection 3 Book Box Set,,,DK,DK,9780744079418,"세상에서 꼭 알아야 할 다양한 주제를 쉽고 재미있게 탐험할 수 있는 백과사전 세트로, 단순한 사실 나열이 아니라 각 주제가 자연스럽게 이어져 읽는 흐름 속에서 이해할 수 있게 구성돼 있어요. 선명한 사진과 그림, 직관적인 설명이 글과 조화를 이루어, 읽는 동안 호기심과 관찰력이 자연스럽게 확장되고, 세상을 바라보는 폭넓은 시각을 함께 넓힐 수 있어요. 방대한 정보 속에서도 핵심이 명확하게 정리되어 있어, 다양한 주제에 대한 흥미와 지식을 동시에 쌓기에 좋은 세트예요.",http://mecca01.hgodo.com/main/9780744079418_600.jpg,http://mecca01.hgodo.com/goods/9780744079418_a.jpg,"논픽션,인사이클로피디아,백과사전"
Inside Out: Human Body,,,Luann Columbo,Quarto Publishing,9780785844556,"뼈, 근육, 장기 등 신체의 각 부분이 층층이 겹쳐 보이도록 커팅된 페이지로 구성되어 있어, 넘길 때마다 몸속 구조를 입체적으로 확인할 수 있어요. 글과 생생한 일러스트가 함께 어우러져, 관찰력과 호기심을 자극하며 몸의 연결과 작동 방식을 자연스럽게 이해하도록 도와줘요. 손으로 페이지를 넘기며 직접 구조를 볼 수 있어, 읽는 동안 배우는 재미와 몰입감을 동시에 느낄 수 있는 인체 학습 도서예요.",http://mecca01.hgodo.com/main/9780785844556_600.jpg,http://mecca01.hgodo.com/goods/9780785844556_a.jpg,"논픽션,인사이드아웃,인사이드 아웃,휴먼바디,휴먼 바디"
